#Frequency (Hz),Trace 1 (dBV),Phase (deg)
85.44921875,-75.14362959231751,40.93675746471259
85.693359375,-66.83557274982351,126.780442793731
85.9375,-62.92522777886239,150.5732803659193
86.181640625,-62.79116148033792,171.9370478807653
86.42578125,-60.75152760026485,13.59106179344813
86.669921875,-60.824761991462,29.76208814499008
86.9140625,-66.65362764841704,56.15808379259187
87.158203125,-69.61108144112114,114.8963181887515
87.40234375,-67.75089191459949,137.2348538874692
87.646484375,-65.81702427269441,148.2410022207319
87.890625,-66.10652843984931,140.9192920372244
88.134765625,-68.56554491534166,130.8769449666715
88.37890625,-66.38477902428852,117.599926656045
88.623046875,-62.29542570903863,100.9765245622196
88.8671875,-58.96309874889646,106.0390571894027
89.111328125,-56.62791225013432,115.135403734179
89.35546875,-55.84801206241657,98.74798725268573
89.599609375,-54.19136897015488,67.10551473286276
89.84375,-52.24039961668839,37.76431272575614
90.087890625,-49.92830768835259,24.78630105845179
90.33203125,-48.9718908621532,22.25722495181519
90.576171875,-50.11467729074585,18.02356312386924
90.8203125,-54.15206245015285,24.92543984618655
91.064453125,-59.49482984180282,46.32478534697677
91.30859375,-62.52513511381199,52.91790930331154
91.552734375,-66.74846244685499,58.97898755765964
91.796875,-73.33449437759116,121.8438407106535
92.041015625,-61.17142825070975,90.37616018195166
92.28515625,-56.40657944833974,77.63680918752158
92.529296875,-54.56925105449443,79.04151822858375
92.7734375,-55.3686302639622,82.43673921435879
93.017578125,-57.71422489028883,84.40981623887603
93.26171875,-61.60753633116128,100.8085167411534
93.505859375,-67.00872051296403,105.8929125929405
93.75,-65.15933960572656,43.92464873295796
93.994140625,-59.42171591098553,26.66725471436511
94.23828125,-55.883490484158,19.91438911677229
94.482421875,-53.89117757227447,14.68039747483633
94.7265625,-54.93547364743331,13.28161120528264
94.970703125,-58.40545118982233,19.21329054336405
95.21484375,-63.46010015273725,18.76486467262088
95.458984375,-94.65219403397055,11.51647137555464
95.703125,-67.99316408742762,166.0719208538546
95.947265625,-69.83256646740712,137.1268845005486
96.19140625,-65.64760629745881,131.4744961128609
96.435546875,-61.32880036004628,131.2339547128919
96.6796875,-61.57585762730744,132.2147376955865
96.923828125,-61.09108426799401,136.9121690793254
97.16796875,-59.82056030697689,129.9336823833246
97.412109375,-60.17799405785404,118.5776719042559
97.65625,-59.51932320289201,114.8126270899239
97.900390625,-59.48193606956287,114.5203806898246
98.14453125,-64.70137447036666,98.09960307052445
98.388671875,-67.49720738427871,43.43488458908258
98.6328125,-62.65004679726728,31.40990991098707
98.876953125,-60.05965618000981,28.9356567978313
99.12109375,-61.44003818565348,53.57855650960597
99.365234375,-61.81240610162172,108.7933361804263
99.609375,-59.32613882879828,168.3959295064824
99.853515625,-55.12451219924431,13.37352474621133
100.09765625,-54.28780819741884,23.74764416208673
100.341796875,-56.21125867261557,42.00726056250045
100.5859375,-61.28723718748374,72.71390803956477
100.830078125,-61.88663814611358,149.5010696918129
101.07421875,-55.68202369531687,177.4890420390537
101.318359375,-52.61624092483444,21.09623906644068
101.5625,-50.86533959827407,42.88039681382363
101.806640625,-52.13196438158577,63.49847575531816
102.05078125,-54.8698305100185,103.9119666982882
102.294921875,-55.82862006264331,153.163318385462
102.5390625,-54.23434300995151,14.64494405897843
102.783203125,-53.98584839628452,31.09393910545409
103.02734375,-54.34693017092008,26.81571987837751
103.271484375,-50.0256181133279,7.219114777591517
103.515625,-47.14315222281208,174.243634214463
103.759765625,-46.47278907840435,172.4123148812418
104.00390625,-47.05473663593614,178.1018505632955
104.248046875,-51.37588428666729,168.9667621470537
104.4921875,-60.3784099227324,132.0485717023565
104.736328125,-65.21729718871728,37.28771083472648
104.98046875,-59.04493147159555,22.68457690103548
105.224609375,-57.4918176117578,23.47350370140157
105.46875,-56.57709091854737,26.17912614206625
105.712890625,-56.08642298248449,41.50483959267174
105.95703125,-58.4473099071169,69.89252683749311
106.201171875,-59.3072120524858,119.0700306531961
106.4453125,-57.92792972534119,159.1018508243368
106.689453125,-55.8941784487984,15.14894960367706
106.93359375,-54.10181967679182,31.40296064581007
107.177734375,-54.33033612090993,40.7696489608853
107.421875,-56.59532874806107,51.01468162050789
107.666015625,-61.92157062728175,54.22965830710017
107.91015625,-70.47825353181069,165.7725106971822
108.154296875,-61.5520201235615,110.1812659729679
108.3984375,-59.71412876739371,107.522131395568
108.642578125,-63.81166326607128,125.9405159314363
108.88671875,-67.19324851682364,74.09828888655562
109.130859375,-54.39990070903335,109.767138163151
109.375,-49.91384743640015,111.7692837821742
109.619140625,-49.00759764003951,112.8192951766032
109.86328125,-50.06789429108687,118.1852134892991
110.107421875,-53.61656947048814,119.1528662272469
110.3515625,-65.44712343125001,108.1267668632852
110.595703125,-60.1067597868133,121.6454809028905
110.83984375,-54.99953109880251,127.5352533519487
111.083984375,-54.89988001294466,133.5866777370227
111.328125,-57.78757815447187,134.5018324703359
111.572265625,-69.18331680315595,144.1448114944144
111.81640625,-62.54485503692678,148.0848839957303
112.060546875,-56.04622617759911,158.8688645056087
112.3046875,-54.86196422069809,167.1359417578358
112.548828125,-55.92923472976772,2.55814708151644
112.79296875,-57.08196422577569,11.80814362522264
113.037109375,-61.20795640434536,25.80824879194281
113.28125,-63.36707397257302,78.79340542567623
113.525390625,-65.62041098349651,80.0315719418178
113.76953125,-70.02948403334939,81.08017568464949
114.013671875,-69.38725222585325,112.3260143091338
114.2578125,-73.9743945929912,145.4954417471002
114.501953125,-75.15680208407778,13.51656815091507
114.74609375,-71.40490946362114,73.42780732883553
114.990234375,-65.94373451264903,70.70920838046148
115.234375,-61.92195780843736,36.09955716024061
115.478515625,-57.80574684779837,26.5692643068367
115.72265625,-55.67342813263317,24.81309786960085
115.966796875,-55.42049100970811,13.44022661440427
116.2109375,-57.88372607462202,4.725427786729812
116.455078125,-72.44351693468631,27.28876771589168
116.69921875,-59.95866019709658,20.18707111601879
116.943359375,-54.26193088882178,28.23171904198839
117.1875,-52.52652270696994,24.03439752117965
117.431640625,-52.40641067722017,25.30237215998771
117.67578125,-54.42814056292383,31.61521308789312
117.919921875,-59.8993306558852,35.61361901365787
118.1640625,-73.44855091335914,42.29622287031252
118.408203125,-75.30294933281526,30.02130170396279
118.65234375,-69.31361180450855,9.547654187231243
118.896484375,-65.40433994179823,154.2293474008948
119.140625,-62.34926507033607,119.473050273861
119.384765625,-59.08411955282443,102.8635582699982
119.62890625,-54.99199810199233,94.5563073264275
119.873046875,-52.4011399376927,91.74210332125641
120.1171875,-52.9176086625048,91.21935784646702
120.361328125,-53.68293010316429,87.39322855770588
120.60546875,-54.17222573708018,89.69263209868153
120.849609375,-57.54722836156805,98.78588208471902
121.09375,-59.52747219208825,107.0615536510868
121.337890625,-56.65278798160202,114.8197972852061
121.58203125,-54.69296667165536,124.7097084545243
121.826171875,-54.93201874854513,127.5884903861136
122.0703125,-58.81904208657404,122.7220211032774
122.314453125,-70.23111705359503,144.2687709899935
122.55859375,-65.23378259099576,73.54110316161284
122.802734375,-60.1846902078198,85.04996726403208
123.046875,-57.35580845331562,77.43198859251387
123.291015625,-56.45603837111928,62.0852368585704
123.53515625,-57.37876656041144,41.94639453333949
123.779296875,-56.55847836843414,35.64996408975783
124.0234375,-56.74504447584817,39.50035260782853
124.267578125,-60.09621407297138,33.49759322474657
124.51171875,-65.08134467124468,21.6097704447984
124.755859375,-71.44200999959259,97.07034848093325
125,-60.22444891670666,72.65069196472547
125.244140625,-56.19277745449517,86.92183375370251
125.48828125,-55.78099282400969,95.10515932469674
125.732421875,-60.49163901428618,89.26922226660794
125.9765625,-68.08013158058168,42.70541808715866
126.220703125,-63.20371204760275,157.466636750761
126.46484375,-58.40296278758692,149.1386830793256
126.708984375,-58.44906521120515,150.7712463941189
126.953125,-59.06758392184234,162.5912828074249
127.197265625,-58.33826690638989,9.664146447761974
127.44140625,-57.08852007508109,47.30275894268308
127.685546875,-55.3121150344348,71.56644298837337
127.9296875,-54.43847162743937,93.95400727742451
128.173828125,-53.32265528810372,113.553703192689
128.41796875,-54.2079779896008,131.5313748920411
128.662109375,-55.99783447185666,157.9009307666766
128.90625,-57.12883006976458,161.4302021639423
129.150390625,-57.33474710801825,154.1198440965987
129.39453125,-58.85037249532554,163.7216073063296
129.638671875,-63.09200674236956,149.5733368479784
129.8828125,-67.93062682652143,77.16829765272148
130.126953125,-62.40219485638418,0.668947675915038
130.37109375,-58.27282346871836,154.7291291120657
130.615234375,-53.83226048776163,130.4259977003153
130.859375,-50.47539953487895,128.4301123683306
131.103515625,-49.27759026183417,127.6864997773518
131.34765625,-50.361106598706,117.195342648624
131.591796875,-55.66871311244096,102.0021609719907
131.8359375,-60.78247728503239,37.57120016861196
132.080078125,-53.16651850640969,1.682223964879259
132.32421875,-49.86365466386479,177.625967246816
132.568359375,-50.65463327498239,179.3913274601435
132.8125,-51.1289579926457,174.8314312127562
133.056640625,-52.4136389262,179.1850838290225
133.30078125,-61.04999916165215,46.32921019017058
133.544921875,-57.26095660562081,175.9562451455236
133.7890625,-50.17473623841671,18.96871559588017
134.033203125,-49.1806175524405,29.77870063797857
134.27734375,-50.70875105445654,52.08844243937509
134.521484375,-52.97414592941934,53.82988977157897
134.765625,-60.77466232671721,21.24309034369807
135.009765625,-64.97885241155934,168.0567700922433
135.25390625,-52.49197727198465,47.8909431879822
135.498046875,-47.13318282970268,66.97579108517861
135.7421875,-47.83914645976645,100.8440832314265
135.986328125,-50.3548814337221,154.5379205415018
136.23046875,-51.88039013457033,78.0059661977071
136.474609375,-44.6418436430931,120.0623940872075
136.71875,-43.52855722894559,119.7856947951329
136.962890625,-44.81189684963993,114.4499115142791
137.20703125,-47.06433229371591,112.0541998552795
137.451171875,-48.70145833361107,84.19081927901158
137.6953125,-47.98432736031718,72.46320392448216
137.939453125,-45.21556419739834,133.6563195807332
138.18359375,-38.16365535019352,173.5196945345818
138.427734375,-35.34904400342738,19.86108416634397
138.671875,-35.88677260970562,44.86389792601768
138.916015625,-40.54213992553463,85.49971489323995
139.16015625,-38.73576506716961,173.7735325311797
139.404296875,-32.58903806289095,27.52275015241605
139.6484375,-29.22579827002762,43.91996135949664
139.892578125,-28.1568368431123,58.92421414454478
140.13671875,-28.96175224486008,78.7821086772236
140.380859375,-31.27556601509431,103.0730659982845
140.625,-33.43331875977891,139.0480863122894
140.869140625,-32.75462493464759,176.6209210984242
141.11328125,-31.47750093682788,26.9726995218857
141.357421875,-30.91469359431043,50.71164890976512
141.6015625,-32.16754242388633,73.4638060193252
141.845703125,-34.78667471295242,103.7279681124407
142.08984375,-37.45412729920175,143.8134942864627
142.333984375,-37.29614736571916,7.135446380131674
142.578125,-35.94750508074046,39.78288302353107
142.822265625,-35.2653661825742,69.82938107075535
143.06640625,-35.6853551147561,97.55090654676178
143.310546875,-37.15520675346713,126.8276375053448
143.5546875,-39.45575453881662,159.0470203929469
143.798828125,-41.37438369923884,23.45808024706214
144.04296875,-40.72411948590509,68.89980756735685
144.287109375,-39.49612610865218,107.8730877191268
144.53125,-39.08580339564992,135.5388599209637
144.775390625,-40.82881367884632,156.567863391882
145.01953125,-43.95450111723162,3.635446827539254
145.263671875,-47.58471703981363,47.58361386542011
145.5078125,-46.6269870919836,109.3019885612856
145.751953125,-44.01239306799962,140.2134761067508
145.99609375,-44.3179127227791,167.7397354534888
146.240234375,-46.06613907441607,16.6007044065544
146.484375,-49.53546617823947,51.89781257214253
146.728515625,-50.38587940209405,106.5959167147705
146.97265625,-48.41226180133894,151.6945188982347
147.216796875,-46.42762984192024,178.9300360790214
147.4609375,-46.70174681569257,16.76725000468116
147.705078125,-49.28421025309668,32.88391980172126
147.94921875,-55.23448104315329,35.97029579305944
148.193359375,-72.61461667935784,144.3175330697965
148.4375,-56.25084934009184,59.90689824397996
148.681640625,-51.67646412219973,70.4548574895278
148.92578125,-52.22053958593109,84.93443391765113
