#Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
6.591796875,-62.66792726110752,52.30422614421276,-69.33974105497188,72.76838774630995
6.8359375,-66.00841637248685,71.94820003514218,-74.50802181057267,58.49378119020844
7.080078125,-69.25930722198707,56.90234482940022,-73.89335982612911,132.9519276263757
7.32421875,-66.83667326773151,162.3692369046726,-63.78212082450553,101.2852777386209
7.568359375,-60.44501234171742,133.9175363209925,-58.2093360293826,95.40352465649993
7.8125,-57.49072499206634,122.3761828376163,-55.9938864534789,88.99192123360677
8.056640625,-58.11107313642704,103.0518317518493,-56.61501604719093,72.10732795603515
8.30078125,-60.19376533553428,68.94589582636299,-58.10284264416151,46.88804311716388
8.544921875,-59.32813890198755,52.89610667001804,-57.84963522818039,33.97083772938262
8.7890625,-57.70562209923909,52.90714523535991,-57.13711015368295,35.02946514813831
9.033203125,-59.71783704582451,50.08319528969209,-58.72609641371292,39.97715589324677
9.27734375,-63.45324154531867,78.68702340030549,-60.33929562128704,62.93705590695362
9.521484375,-66.14797036819598,106.9044715965869,-62.75444201907415,75.53996295177625
9.765625,-74.57627931681645,120.3761519140203,-73.21582363889662,10.9001833545404
10.009765625,-67.8327009655428,159.6208621969957,-66.16583587388998,163.6261459750494
10.25390625,-64.71236199103804,31.93125735856857,-63.73148562440242,1.348070224974952
10.498046875,-64.73950220387326,47.29472686354908,-64.85314554989181,15.2900191729095
10.7421875,-65.54792577507978,81.70717425142871,-64.99002993536523,55.44701323149378
10.986328125,-63.41342243882082,139.9262921052932,-63.28143286025038,112.6885304776087
11.23046875,-56.29904098894329,179.4998088483256,-56.4787404542349,154.7378510827155
11.474609375,-53.98620205755798,2.476267340827345,-54.2032351734743,160.1033158118497
11.71875,-54.94143040047037,1.292589760821902,-55.33750765025644,164.3492919281275
11.962890625,-53.31317294271039,12.94359901267463,-54.39748132202287,0.5919151632387667
12.20703125,-52.33799313737687,20.48083172215166,-54.07230831725115,11.6012360907959
12.451171875,-52.12182120548736,16.78079480309442,-53.6833376434863,6.743688408510154
12.6953125,-50.20688182936551,15.0298575979742,-50.94863266518787,0.2717227229126399
12.939453125,-49.82681434361658,18.91321223977802,-49.86501498810582,1.811219339074177
13.18359375,-51.24189748850053,16.33197351542463,-50.31777686112559,178.686978598397
13.427734375,-53.67097761164929,16.57110573437866,-52.41524005165084,175.5184757363124
13.671875,-59.92931623689468,23.68580857627373,-59.45353330485447,167.6642891336794
13.916015625,-65.30945017468503,116.7629368767278,-60.70197380124998,88.05575337438536
14.16015625,-56.50068782819964,108.910053665835,-54.87689668671595,86.26686494508475
14.404296875,-53.90191799364732,105.275567142072,-53.23579188702739,88.35169870209195
14.6484375,-53.4290680423385,92.74112620051167,-53.57061105714484,88.05277184770054
14.892578125,-53.5407155970712,86.77471332123311,-54.00671470889029,92.30585314104448
15.13671875,-54.3966585383893,90.88495153551425,-53.50018503021658,96.81349437929818
15.380859375,-56.59843396360959,115.4024632169493,-53.06137799748117,107.0758366965882
15.625,-55.69241384127462,149.4597962238757,-52.49022215874301,116.6769190846718
15.869140625,-53.21637972071792,167.8958457937899,-52.22686047370998,127.4043854982444
16.11328125,-52.75453172912128,3.087540559811447,-53.55174874307845,147.7919057330478
16.357421875,-56.05983786147128,14.18678848942585,-56.60931425796889,174.0676304937819
16.6015625,-63.76096389493255,47.50247856185756,-59.82031499058173,32.065112957316
16.845703125,-60.32138849752393,95.60222939549904,-58.24543960200002,55.18821416812236
17.08984375,-55.49495735601597,97.37784575298053,-56.40286529512818,55.37318441184919
17.333984375,-52.74278999133406,99.99838645629633,-56.45280001339284,62.14036757016005
17.578125,-53.06610678680333,105.6930424869524,-59.61311396561557,77.80693970119987
17.822265625,-57.73321985217947,146.0025760183241,-64.05835730805819,175.2890047077217
18.06640625,-53.87284925879505,34.919130773341,-53.96396580691871,32.10286363796921
18.310546875,-50.20231382954994,50.97111119324391,-50.80861739302197,35.14477701154514
18.5546875,-49.08244500467896,49.94438715677737,-50.10500071520245,35.7836730599196
18.798828125,-50.6766484598087,35.32070193188728,-51.52653088835532,30.40686629102773
19.04296875,-54.75773523145094,9.719503042273134,-55.81357148915689,23.45485042960511
19.287109375,-57.62784576061169,167.0037899117813,-60.5728216562542,34.8264009046179
19.53125,-61.24586911659166,161.9107044383081,-61.38800086055176,57.12839171515656
19.775390625,-68.31656234122761,83.0497812721817,-58.95547873591439,76.44649767781776
20.01953125,-63.16065603888649,99.35795682552815,-58.52477728424105,80.3246839888471
20.263671875,-71.95645757068723,141.4312078178065,-67.2054184342269,60.9592011603042
20.5078125,-58.2013342830026,114.6483134416314,-64.57414099030839,110.8701195136329
20.751953125,-53.23093534141258,116.1315116322305,-59.10232645219085,92.9057849762963
20.99609375,-50.371811695125,110.4009499928979,-55.97835958959383,82.68075860416562
21.240234375,-50.55846809129619,104.301729677493,-55.38076416240187,77.70338841122427
21.484375,-52.91394082341998,100.1938723546748,-59.47634274927321,68.25312789836438
21.728515625,-55.33235719155584,87.96636973447848,-67.30095620636915,40.35513990935351
21.97265625,-58.47238950381379,68.33314622509296,-70.13154477221156,152.0352222633302
22.216796875,-61.81153805344109,66.94066139244491,-65.45241327540616,108.2688656331625
22.4609375,-59.92757268338343,62.78846691819906,-63.88519988306108,118.9173872368306
22.705078125,-57.36527541449404,44.50851850969261,-60.5342390363597,157.5925405189634
22.94921875,-55.22977127748425,35.46768727794318,-56.47544313932318,164.2021011425022
23.193359375,-52.35423651650622,27.36725390973574,-54.02598663530779,161.7689871133798
23.4375,-51.04434396363374,20.3569577757162,-52.79595148031183,163.9858413716728
23.681640625,-50.78796640750027,24.16365062364655,-52.40983290812807,167.3046853047427
23.92578125,-50.62754081247787,30.83827456278162,-53.19730407328684,172.2129742685238
24.169921875,-52.85227071068368,31.13877905072329,-55.12045865738393,177.1096713699497
24.4140625,-55.55230567639043,33.56205337849636,-57.08089661863387,175.8614096929419
24.658203125,-56.10638726439624,28.33187838738267,-58.98854334661925,169.2182014018229
24.90234375,-58.34766367004178,23.08584149272947,-60.84422915178345,170.7403528193981
25.146484375,-58.06812901588771,43.31524230706781,-60.24236179716748,6.949401985610409
25.390625,-55.62310670566135,43.74261638110735,-59.41411066212491,13.08372830855425
25.634765625,-56.9212131223692,37.60086411616893,-60.32320427202799,8.39181297923302
25.87890625,-58.06989339545527,29.7312399679623,-61.17233179933908,169.3428549674215
26.123046875,-57.79500766707353,0.4790880353747679,-62.00265393120843,133.246617427244
26.3671875,-59.42478333318554,133.1205482119329,-62.21452230959368,87.21378744688118
26.611328125,-60.37092604842421,85.82395070482441,-61.62303089694543,48.08182473935383
26.85546875,-57.77765573173964,72.55290827237062,-59.31488127918226,25.65618819875396
27.099609375,-54.11728955502784,61.18214927249849,-56.50582573143298,22.26111102600896
27.34375,-53.82658382420851,55.42323518298118,-55.77812211398904,27.79359064414474
27.587890625,-54.99691194832975,62.02334254012629,-56.31574441321182,32.49799754886983
27.83203125,-55.04066583730689,41.64775096413161,-56.46345071793283,19.13957078229692
28.076171875,-53.97512397100495,10.17564820727213,-55.66150672716609,177.1392231987832
28.3203125,-52.82037159078965,9.328172728694723,-53.64018644042373,168.8447261722008
28.564453125,-51.78137418044881,14.66488040091114,-52.63002832187819,168.9693650603003
28.80859375,-53.69698041966653,14.00277472702592,-54.27626240616888,171.0928311733755
29.052734375,-56.33325358061728,25.90206011460457,-56.65179918465149,178.6772818832102
29.296875,-57.24063664749379,10.87418881455136,-59.11844084079198,169.9357327579211
29.541015625,-56.21928949151327,143.4780490948761,-60.65039746078156,126.7839157937878
29.78515625,-54.55235845124974,125.941717418362,-58.43952867187643,101.1181922070639
30.029296875,-53.50741968687395,114.2716030026023,-57.12334929733227,85.68933605281593
30.2734375,-53.11562747885482,87.10957720446871,-56.94007284138038,59.08077776277162
30.517578125,-54.05378560728515,59.52317971635905,-57.03685227252677,32.81292314930702
30.76171875,-55.73313033701811,57.96350898402909,-58.08689531282558,30.23967592779766
31.005859375,-56.63265094568541,74.50846882198756,-59.73951441103337,47.61581468859563
31.25,-58.28946783678283,91.85401656492519,-60.44604357229407,60.77888592047357
31.494140625,-57.50006396170729,108.5379309815717,-59.94481629586159,67.896630790424
31.73828125,-57.20929795511505,87.42339033981943,-59.96895779160823,50.67619997890892
31.982421875,-57.43154486630929,45.99747066242543,-58.99403701254361,11.49135509071096
32.2265625,-57.66675626050724,19.68393053552698,-58.69560604900968,162.9695452380948
32.470703125,-58.72591001308918,176.1859552948085,-59.94045281216131,129.2886188245951
32.71484375,-59.94523152249594,133.2241763304254,-59.272444881787,91.73941408292104
32.958984375,-60.28562105850122,102.8189007754004,-58.98623067848754,73.23214126306576
33.203125,-62.05270733753767,113.7189813410667,-61.66545978959508,72.50342996662818
33.447265625,-64.26275740282749,129.8870398190302,-69.43501323322009,85.58816127071266
33.69140625,-68.94710837829349,32.80264387152614,-68.13733670679008,52.80295222636809
33.935546875,-59.15633492733178,57.54786468999102,-59.96784881433256,48.80328561585004
34.1796875,-57.622971372313,45.65061166791219,-59.10428270022359,27.65593802689241
34.423828125,-56.98232387690724,34.22986594184054,-58.56255987212224,3.359338760615528
34.66796875,-55.41026881841741,29.32591813484407,-57.48804951782741,179.413179325151
34.912109375,-57.00874144575785,8.429107244039981,-59.51080754408256,166.6883374798711
35.15625,-60.44954282849719,154.8441603929388,-65.32373591586895,138.4589632529235
35.400390625,-65.56973551374831,101.2554355750701,-75.72819985123796,176.3724441893193
35.64453125,-58.86685019332221,60.59662189116768,-64.04013067992271,3.460584164679358
35.888671875,-57.6216483228771,58.75295969777232,-63.29750679395836,22.60850679168271
36.1328125,-63.02146383101353,37.18543063726517,-70.76321564271505,168.312165527311
36.376953125,-63.75343993957227,161.8401099438463,-66.73290405219682,101.6590329893168
36.62109375,-64.18157294464186,160.4364758484494,-66.77990246833434,123.2004067167307
36.865234375,-65.6057577638299,36.26559758288606,-64.90862202567777,171.4114842098149
37.109375,-60.43393201099202,60.51324030922483,-62.30240522323741,3.025786608593839
37.353515625,-55.84645600413022,56.45425556954075,-58.59739735593676,4.594095302479736
37.59765625,-52.83016381830908,55.18158383185877,-56.17464467998719,6.909074521960274
37.841796875,-53.23770950808565,46.30740541860342,-57.47250497520146,177.271958785527
38.0859375,-54.0369821907148,25.63595299455722,-58.08990506032411,159.5987562136115
38.330078125,-54.25709868719588,23.75166254479076,-58.35705037979526,166.1661172140998
38.57421875,-56.71074196087608,25.79207215111146,-61.34413120121487,169.9736502340931
38.818359375,-60.73940964493588,5.178896245716139,-63.84505170208886,138.2262041764419
39.0625,-61.61126676265972,128.9595819927862,-60.93738790395908,90.94605133205319
39.306640625,-55.22686119637427,87.07192065368598,-55.41364955708038,56.26126856507575
39.55078125,-51.45448130325681,81.31663508564621,-52.39748642104711,47.28507041833539
39.794921875,-50.40758663184522,93.80302119278075,-51.86374060376835,56.96950133118096
40.0390625,-49.94398809489739,110.4922832866627,-51.88035157523991,72.94525743714921
40.283203125,-50.41999947712129,124.8056166993655,-52.88877434264903,90.98001167608871
40.52734375,-50.95618538190144,144.6672395178269,-52.9123022204292,115.648288292951
40.771484375,-51.92215769879398,160.0562251311057,-52.83697642472156,129.0649410046809
41.015625,-55.75965897834085,176.4699718689845,-55.46548539955986,140.8160865802564
41.259765625,-57.12360269691026,27.7100098615258,-57.15736599734338,157.455407581989
41.50390625,-55.00881022506391,42.61496217187666,-56.95289592357688,169.1238453440945
41.748046875,-54.97831196390909,57.3390857418517,-58.09283106095478,9.837577314269046
41.9921875,-55.33719704634705,71.7913867525964,-58.6351367751866,34.14783874646933
42.236328125,-54.92000476767701,83.08772281157594,-57.50495363907703,51.22811952829749
42.48046875,-54.52469240342369,99.83557579244273,-56.24859107665947,65.59067067536904
42.724609375,-54.55848666293132,109.1026068280896,-56.248022524597,71.51336977039372
42.96875,-56.5272445803146,111.5624830556967,-58.40518030687014,72.7053612570091
43.212890625,-61.78722482508957,134.2049521705304,-63.70406618079031,86.49237527390888
43.45703125,-62.44775477434278,10.65837914092773,-67.24667687332419,145.8996405669735
43.701171875,-58.55523620102918,24.69936229148655,-62.25429990734409,172.3629208678494
43.9453125,-58.52238982452999,24.82122391795639,-62.56901012959177,177.4741785078056
44.189453125,-65.61160237873808,30.17551462888599,-70.05854180571833,32.84042872004196
44.43359375,-67.06026109317479,112.7218194715468,-66.30205232617782,78.02345193438229
44.677734375,-60.58930207524561,120.006237822656,-62.28923861641168,72.76543073170504
44.921875,-62.59862237650569,109.8812773522857,-64.63151014313434,56.5965584621858
45.166015625,-64.10907929322661,51.68056376395845,-64.80080985771637,179.9705610181283
45.41015625,-60.42637031604754,15.62146528157989,-61.95042523760578,155.98566177231
45.654296875,-59.09944495483902,157.3902417619719,-61.88326044866812,122.6123469036282
45.8984375,-62.8810232748081,128.4250934325902,-65.18970523268921,94.9109359388685
46.142578125,-67.02468987275581,133.2872561513616,-73.66645300353389,62.33724000846245
46.38671875,-57.64413304529973,107.6965253253387,-61.23725302908834,53.52872537213414
46.630859375,-55.52876849157373,94.78702475040593,-59.58459157085834,45.58485743087296
46.875,-55.67061891074273,91.88846861773217,-60.80644824202393,50.98136085371634
47.119140625,-56.92010187752614,96.10261904612423,-61.00849061761365,71.40116385127716
47.36328125,-57.46796684646891,110.8390381171998,-59.45091305400915,92.87818730366185
47.607421875,-57.41537674676493,124.8617492577199,-58.45197691592386,99.57182688450212
47.8515625,-57.54803784194628,132.5559415385607,-58.08792626866561,96.20478176701293
48.095703125,-57.16799734648948,144.171298242389,-58.23883547224294,101.8632660377933
48.33984375,-57.2879133271908,161.3136928443153,-59.53741621405037,117.3541646377252
48.583984375,-56.46708374038085,174.1563865382267,-59.4499867248327,129.778229276349
48.828125,-55.73749963987012,168.6168036929778,-58.84813833120784,125.3231491058894
49.072265625,-57.86412845276332,145.4054382078596,-61.58399177832575,102.2535806528751
49.31640625,-61.62518450788143,105.3696458178646,-66.15472970873387,48.0091860202792
49.560546875,-64.95797382328684,49.91640495809882,-66.11806552865035,148.3020413515312
49.8046875,-65.07674724749864,175.8476758840009,-62.30029556407654,102.6823999280483
50.048828125,-70.61981708418811,95.66963644908792,-62.01998549388296,63.80210293230276
50.29296875,-59.10523424482565,6.880471660200442,-60.23649298584671,6.832485129501868
50.537109375,-54.63342659422114,173.4649362411493,-57.29396941010378,154.9673256389175
50.78125,-55.47929492956085,155.6121836115472,-58.31442558618298,130.7830009666004
51.025390625,-58.96172521799839,120.7381984119417,-62.384482521713,94.3490462227075
51.26953125,-63.19416851346286,46.84396029492709,-68.13778284489139,23.72875385453815
51.513671875,-58.41228632495539,176.700280972267,-63.38456857018237,142.7960428369366
51.7578125,-57.5786030272704,163.6949309134428,-61.79079882065302,130.9216723572366
52.001953125,-60.29694753054344,142.6618248327088,-65.81908543856089,111.267892167887
52.24609375,-63.8541429070958,116.450478370831,-71.83376712857039,65.96438369766938
52.490234375,-67.70852315077319,135.887261595306,-76.80646947913269,131.3457554909685
52.734375,-65.60877613562434,166.6812492161794,-68.97379265483653,162.1456656116213
52.978515625,-65.69275352555016,152.172857415816,-69.7888271094091,139.8762498279334
53.22265625,-79.49834682220319,81.33317891685543,-77.26282130111849,124.5911134224221
53.466796875,-64.35243118960531,160.0695836877645,-75.06699187898457,123.0303007577289
53.7109375,-61.68598496361956,166.3417811426474,-67.64684977663275,152.9203375994585
53.955078125,-63.3624785142753,167.3556319288315,-65.81335093369619,171.8139195988028
54.19921875,-67.60281054843871,171.0173629642229,-65.95723931172373,178.3410814171694
54.443359375,-73.31695397968006,20.0828881995666,-67.50106448585535,174.7178254906805
54.6875,-70.61614327106683,30.77157587988273,-86.6225834200303,21.31619755570511
54.931640625,-61.06447508348382,31.57454874267755,-64.36992056009886,175.0452039852038
55.17578125,-59.60565221865728,22.29917475892056,-61.72137864809297,167.9393311020014
55.419921875,-59.51691266419861,157.0838615152217,-62.13462293874579,124.1947829683519
55.6640625,-55.17998994663378,108.6311283969645,-58.324196669073,69.81898601690874
55.908203125,-53.3948118541359,80.73766619983436,-56.81567526148154,38.76596889322214
56.15234375,-54.80126176650607,55.04299027936428,-58.24181638177261,11.66880582141295
56.396484375,-59.62285867537069,16.35286080385272,-63.74479115684123,153.0614990338193
56.640625,-59.1124402861816,122.1859411676738,-62.51477672950767,64.70116485986085
56.884765625,-56.4325645052899,100.3490714004703,-59.67295267298732,41.77466758053541
57.12890625,-60.15749902777806,118.1143678831112,-66.94224689268378,50.76986572676203
57.373046875,-58.18555281352913,9.871704330871429,-62.67419944100764,172.9360507083228
57.6171875,-54.62917433014457,18.31871988597188,-57.78702281694726,171.6427912105743
57.861328125,-56.04549171890901,7.885073940087468,-58.64238110080264,157.8862343602023
58.10546875,-63.82701605505785,124.8192600384781,-67.24270083007113,101.1308426282186
58.349609375,-54.92397590714812,45.91393304858541,-57.93172331848432,7.150355905594365
58.59375,-51.97807935553512,25.79306043787352,-54.73983169013663,168.7964674782291
58.837890625,-51.86373221562501,172.1696147692054,-55.00669285016107,136.9636994502226
59.08203125,-52.40796251769304,133.8863549356197,-56.07161257343273,97.79817292748166
59.326171875,-52.85101275338696,71.40821662727352,-57.11787248392463,28.92435457750775
59.5703125,-47.71855584127219,8.360396174465157,-51.4151492645755,141.0343052934707
59.814453125,-41.71482088833112,168.7933465784621,-45.16498231548948,121.7382333851174
60.05859375,-37.92193350459014,3.77223388212765,-41.34091938678899,137.6014221895161
60.302734375,-35.50681511359871,13.59347988522559,-38.92683613243139,147.9660830038202
60.546875,-35.20196212155501,13.44180017291803,-38.66613401053452,148.0809443179459
60.791015625,-36.40862239105608,19.70732083802327,-39.86074576707296,155.0463518242016
61.03515625,-40.22540347147992,19.07173375450578,-43.70762985691507,155.3011874531376
61.279296875,-48.62590751295897,156.1019310263666,-52.37146047553017,111.1488782984918
61.5234375,-50.52836418349811,74.17177019690844,-54.04216660531935,30.87094092164928
61.767578125,-52.59859201404425,34.70781621207949,-56.55129143571666,174.9989294202632
62.01171875,-59.11273423491647,140.4258307986269,-66.77052122524705,95.31311941572848
62.255859375,-54.69500873477748,56.1775099996534,-58.08748992956774,175.8986768346336
62.5,-51.98976363909281,19.07483748896535,-55.15281388594022,146.3113500443679
62.744140625,-53.87312702170245,171.4323567298237,-57.17309843062402,117.0783904395478
62.98828125,-57.5146586730111,108.9699411525908,-59.7827322700785,57.63063633882276
63.232421875,-52.26799779776422,61.40167103259851,-55.16980481533473,13.07768721961582
63.4765625,-49.96784345676082,45.54923592346826,-52.75798310805794,177.1644567513571
63.720703125,-51.55852513617332,34.3178287537154,-54.12463291149837,166.5477669616976
63.96484375,-56.61282328845132,37.71981881036186,-58.5442291289238,164.0607134521535
64.208984375,-65.59710792737987,105.6635672503019,-69.72624667275971,10.26076328747511
64.453125,-57.99059093119554,168.5566626503292,-63.29338141384311,129.7938537656131
64.697265625,-55.51704202084121,157.6331854876777,-59.30009458966944,121.7825856253835
64.94140625,-56.20398832349334,140.6117691880189,-59.58386742646702,107.666205990748
65.185546875,-63.106306358167,132.6490678775944,-63.75719383504076,112.3826021695147
65.4296875,-63.36429561363818,126.8056792186256,-68.501910821886,29.53335849873567
65.673828125,-55.21637028577643,110.4772672550006,-60.37052599876337,49.73595618073453
65.91796875,-52.92496887070488,83.94492941083655,-57.5485590846667,29.72393110984609
66.162109375,-52.70290451077661,56.44502276820099,-57.27092917475241,6.183488548489462
66.40625,-54.05916632108058,28.17459274642336,-59.22707510295237,160.5802282403355
66.650390625,-55.48213638373515,1.872462699788553,-62.05480144298467,135.085915271951
66.89453125,-60.4945021821748,165.2889145874311,-71.11915256478314,109.3254489696275
67.138671875,-73.56837944300736,2.300196018781349,-68.50117427323218,121.6635928642521
67.3828125,-62.48285845469522,156.0177857592677,-64.0822108446734,102.9314389589391
67.626953125,-60.181307533426,137.6706423174141,-63.64436449210541,84.95876205693759
67.87109375,-59.76367780169059,132.607489410003,-64.47152980607632,78.0459216250697
68.115234375,-65.20584829506289,142.3694874347769,-69.49500843963054,88.58323953639947
68.359375,-65.21184550747437,19.74161144129956,-67.84210459851244,143.676691763833
68.603515625,-56.91679900959473,35.21315498757129,-60.92905955916721,159.6238664745255
68.84765625,-53.53264228712926,44.65064568686563,-58.76891485657896,170.5843417036434
69.091796875,-52.50570056102545,44.44685973674942,-58.29172591342392,176.9273522579863
69.3359375,-51.72991689447653,29.66186488807427,-57.70685101275394,168.1317705025575
69.580078125,-52.94042343818391,12.1985594221849,-58.69340581905799,155.8234124180757
69.82421875,-56.1087731426655,164.7903741138901,-60.67997901461335,142.536550015888
70.068359375,-58.13941595306549,145.4041985214877,-60.16489691044316,132.4874074349929
70.3125,-63.96097675628162,151.4526901584682,-58.93033664631329,124.0087573231302
70.556640625,-74.59542224805521,124.8512949705957,-57.63244214648707,113.075857936511
70.80078125,-63.2536271884175,79.81518726955817,-55.84385032895626,108.2958140280585
71.044921875,-58.86751045960185,68.85474643165772,-55.35448755806276,102.0621136722956
71.2890625,-57.07911961006506,65.75739093964731,-56.27520863180891,93.9793010725292
71.533203125,-57.22723608676492,71.68350773689917,-58.6861956289917,94.54473861978073
71.77734375,-64.85884666701865,56.5487442586975,-65.0172907847806,99.04589444199512
72.021484375,-64.57451711226165,101.1787240820964,-79.36182932032368,179.7210747239841
72.265625,-58.59388748179133,80.83305640892888,-67.48403359607563,45.77873292989003
72.509765625,-57.95938268741775,80.14810636934396,-64.79251565359806,42.43796179060855
72.75390625,-60.31835917951773,95.87340242037526,-65.05291894943079,42.90911209749751
72.998046875,-62.26089339558814,116.0214261564309,-65.58154082990447,33.88964500235473
73.2421875,-64.69379247247974,120.5659126414302,-66.10094132348632,8.307032668073651
73.486328125,-67.11254540716024,132.9970012328276,-67.23602279485564,171.4203317481779
73.73046875,-68.90153766678472,158.0838203847522,-69.36909134141236,155.8675504846539
73.974609375,-71.10987466198318,8.914753152953244,-73.35417947284759,122.9966279288237
74.21875,-66.87656283519607,58.24204168223508,-69.95707966937157,42.7990754693105
74.462890625,-56.4940129461347,97.0548521575549,-59.70885411305272,49.33790225042752
74.70703125,-51.41295203930608,106.2644415721691,-55.2170044569614,55.58344831125675
74.951171875,-51.32547684204138,106.2106918817338,-54.94804080758344,53.65821603984194
75.1953125,-52.58549640926457,104.7657537744264,-55.49131373883968,51.18055041849241
75.439453125,-56.01700780963148,101.8208287894109,-58.23032001697644,43.91675226022408
75.68359375,-70.61884297715903,66.94500045235372,-66.05960634189951,1.406922778625338
75.927734375,-69.64835804509202,116.5650765821075,-68.34402014819943,115.9300649156425
76.171875,-73.07069529712857,121.6256638472544,-73.1444408507832,110.9214381185553
76.416015625,-59.53495570360939,98.14080237087001,-70.30370538436949,17.93737306271791
76.66015625,-55.08570097337004,85.50140616228165,-62.53447579618663,35.08999310073361
76.904296875,-53.50535471786106,74.96291695342084,-59.69559580081522,31.85887010182505
77.1484375,-53.57492850354593,66.70790296276039,-58.44011438892994,23.47109568590363
77.392578125,-56.52398805418815,64.87030948899962,-60.05017112650183,26.18411846527593
77.63671875,-65.72941075219629,81.21456916226788,-66.88582399235932,46.96462678008607
77.880859375,-67.09315847813068,12.7208548693239,-71.92388793338733,124.9050449937448
78.125,-61.31100134407557,26.72966144531447,-65.82133047623188,147.9819278501925
78.369140625,-60.19127403309552,21.92861203012402,-63.68633545722982,144.3119453053359
78.61328125,-61.19570797625555,17.16212559313436,-64.96409668273168,134.6518199223992
78.857421875,-64.26616399098077,21.18283947411283,-67.88275142627651,123.4296042841696
79.1015625,-68.38852857981092,13.49684439746376,-73.11785110855502,111.2454932201885
79.345703125,-73.14750835959552,7.956489444057874,-93.67836265159499,23.36571010237163
79.58984375,-73.69883020519084,128.0739471097214,-70.89268383857339,91.43084093615511
79.833984375,-66.66398915075538,128.8052806117347,-65.49079870962123,71.72681452927024
80.078125,-64.33112033819403,95.48508955898845,-63.28104891601539,45.00306008905763
80.322265625,-61.7088481471573,93.83504972574696,-61.72261568979935,31.22331948495511
80.56640625,-59.66478994681939,116.9093608903715,-62.08207982951622,38.2453014463751
80.810546875,-57.69388775512725,129.454159328604,-62.9563986264679,52.4707228925287
81.0546875,-55.74335045907691,136.6735781489818,-62.6472580840742,72.48035762183325
81.298828125,-53.98463750225317,142.7126394590458,-60.56285549627239,92.82714052557013
81.54296875,-54.46020041575792,140.7438337762819,-60.34588653050582,97.38163923822746
81.787109375,-57.28286888977593,128.9053529672556,-63.11649348441524,88.21524572948704
82.03125,-61.59409278385645,129.847492576778,-67.4592058689487,89.89627821491607
82.275390625,-65.93326300093257,4.748189663751637,-70.4263347869867,149.9716156474335
82.51953125,-62.74353516412646,50.65706003369949,-66.56734178664338,4.331292292616481
82.763671875,-60.26129395491171,52.62615565910841,-64.48953655314922,178.3403268795043
83.0078125,-59.92466476196685,43.12200765321688,-63.75369581929725,161.7870823006234
83.251953125,-61.89877664814087,36.38899421515637,-64.62184384252322,142.8786806326497
83.49609375,-65.5400678304896,31.78417211033463,-66.45122470331654,124.5854475523136
83.740234375,-67.94363502968763,29.18400194155808,-69.54920599297714,111.5548532593464
83.984375,-67.93255647108354,50.65215605654638,-77.50400439461535,131.7140580042415
84.228515625,-67.69365347397026,70.70530301040807,-75.74383141448254,51.50697699558713
84.47265625,-66.21622746005799,50.73775575860338,-71.40261319198734,47.18319768375143
84.716796875,-62.91620112665075,25.35166576351419,-68.79642762209231,14.82211759220658
84.9609375,-61.04163301934854,0.991228150797105,-67.70515393339771,164.5120272698386
85.205078125,-60.81022206380461,161.6581154621095,-67.59990066884745,139.439693243041
